Pillar,Sub_Pillar,Department,KPI_Name,Sub_KPI_Type,Unit,Target,actual_value,PERIOD,SOURCE_FILE,IS_DUPLICATE,UA_ID,IS_ORPHANED,ROW_HASH,INGESTION_TS
CE,Delivery,Logistics,On Time Delivery Rate,Air,%,0.95,0.96,2024-11,kpi_actual_wide.csv,False,CE-001,False,6f74a74ba8f524a00ed0baf1c0c35637b69667336f7cd1dddc3bfc1f18e74f58,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Air,%,0.95,,2024-12,kpi_actual_wide.csv,False,CE-001,False,282672fb1ed034cc15481301976f9c8f418d9287f8c8bbe69ac02e29f8810564,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.88,2024-01,kpi_actual_wide.csv,False,CE-002,False,68703e89652763428c8e1a7af327d79520da4c55f79da7ed0132ab37043a80d1,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.9,2024-02,kpi_actual_wide.csv,False,CE-002,False,d124e4356bbc3dd19116759c787896f0bdef7e3bf80a5160810f0da6de560816,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.91,2024-03,kpi_actual_wide.csv,False,CE-002,False,cbdbbc118351425f46cb432605d1b8de475c4a67c071dc150bb9a06fbe312e32,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,,2024-04,kpi_actual_wide.csv,False,CE-002,False,99712725f37dbe63aca44472e3be6837f48d67614c9ffa8993ec313b2a3b0338,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.89,2024-05,kpi_actual_wide.csv,False,CE-002,False,c0d238cec69d953d0e7957bb3ff855ac8fee5542506339d0042d2e8efb1f429f,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.9,2024-06,kpi_actual_wide.csv,False,CE-002,False,843d2e704d5d460201064930b82e7ce832133c48797d1d5ac731a9867916811e,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.88,2024-07,kpi_actual_wide.csv,False,CE-002,False,c34d15518106e4955dde7462178bc23c5cdc2a9134c30c76d0a561c5f57d54c8,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.91,2024-08,kpi_actual_wide.csv,False,CE-002,False,95a3245e7d754627f26d552091ff5c3e5226900c2e337324dbbcb89f475cee63,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,,2024-09,kpi_actual_wide.csv,False,CE-002,False,500f02667ffa3161ab8ba7545fa082c8edeff438c3d0f27d7eef34790939e870,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.9,2024-10,kpi_actual_wide.csv,False,CE-002,False,5ad185331b72820036dfac62957291350c2b75c044671ab60f84c60c372aec5b,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.89,2024-11,kpi_actual_wide.csv,False,CE-002,False,761d9d27b39b1ee410c9621419713f0b5a50777630e47bf60e03a1e7fa74eac7,2026-09-10 10:48:09.547024+00:00
CE,Delivery,Logistics,On Time Delivery Rate,Sea,%,0.9,0.9,2024-12,kpi_actual_wide.csv,False,CE-002,False,fa52113f2ed3774912d6de768d01ca9365749f38ca2ae83fc4d93418f9673e90,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,72.0,2024-01,kpi_actual_wide.csv,False,CE-007,False,0b618c21eca5932f1473f15d503599ae7e291578b5f453b5bed1dda4b9fd2978,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,75.0,2024-02,kpi_actual_wide.csv,False,CE-007,False,af8c1d7c37f7136e377e501ee41731825ec932f8f144fe8075019e36b45f2970,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,73.0,2024-03,kpi_actual_wide.csv,False,CE-007,False,e6360b392845f44da83d1e26a2800f5afd1c8825b926614e798b84619547464f,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,,2024-04,kpi_actual_wide.csv,False,CE-007,False,38df81438a36a9511487334a78d89c724c6945cdcac3234d9739c1446c0ceb04,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,76.0,2024-05,kpi_actual_wide.csv,False,CE-007,False,d3ec9b8c135dc88b1b17802871d8ea4b96b8a507d5678002c0325fca27965753,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,74.0,2024-06,kpi_actual_wide.csv,False,CE-007,False,de6b9ab550e92ae9240b3e49c09dbb47b65264c91275b3830a7a1b9e7220b2f9,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,77.0,2024-07,kpi_actual_wide.csv,False,CE-007,False,ef982cf861a959334aad16fc2e2b401962948149a0a3be504c3bbea389954495,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,73.0,2024-08,kpi_actual_wide.csv,False,CE-007,False,cda2dffcfc9f7b1ce06b018d2d871da9c024277f11d7d17721e2a356ee30837b,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,,2024-09,kpi_actual_wide.csv,False,CE-007,False,66e1ba0ae3671fb1c6df071819eceb621606ed094e5b80b4553d6032ffaacf0c,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,75.0,2024-10,kpi_actual_wide.csv,False,CE-007,False,23de3121b0758ffd7847db036adec6a26feb1864d47f5c8b3dc25ade3ba52297,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,76.0,2024-11,kpi_actual_wide.csv,False,CE-007,False,81302d37cb0915b79b038ce6a5fe906631819a9cc262ef69a122274ec3685d26,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,Key Account,Number,75.0,74.0,2024-12,kpi_actual_wide.csv,False,CE-007,False,4977abd80c6ae2cd0e3fdc8b7b60ead071b26aa47f125d8ef19b68e108952c3f,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,68.0,2024-01,kpi_actual_wide.csv,False,CE-006,False,5860270545facc94ef11adbaff185a66540a211dea4afa021483ca97a3708940,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,72.0,2024-02,kpi_actual_wide.csv,False,CE-006,False,64df2b7a5bd1abfd3030cbc7e3ba2920d546d749c958029c03fea0a0b6e8e29a,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,70.0,2024-03,kpi_actual_wide.csv,False,CE-006,False,7fa2df388a6a9878152d71678b48c9fb910119d03d0d405b73dadb2d0da6358c,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,71.0,2024-04,kpi_actual_wide.csv,False,CE-006,False,f5fa1672fc555008a5a7cfc9efaabc83fd73d6991d93648976851a744d616d7b,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,,2024-05,kpi_actual_wide.csv,False,CE-006,False,129d3c031c189abd475d2ab19158d69322cd69a2359fb12b4640e27fa67aed4c,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,69.0,2024-06,kpi_actual_wide.csv,False,CE-006,False,2bfcc3071ef09fd3e9d0452284be5959b90dc007fedfab1e2590130c7433aa5b,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,73.0,2024-07,kpi_actual_wide.csv,False,CE-006,False,62d668ab0684217bdc0212098f004797647f7aa6dac0d3a106c3df753bcc4193,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,70.0,2024-08,kpi_actual_wide.csv,False,CE-006,False,dc4853deb600f2d15d9e2a06f1e14e0f93bffeb84717752c7431026bc9f5cd83,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,,2024-09,kpi_actual_wide.csv,False,CE-006,False,4594263dc771f32bcfbc425a3938e52975e1ac82ed0aa29e30f41e20fb9d237a,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,71.0,2024-10,kpi_actual_wide.csv,False,CE-006,False,fa5ba3ffaf7a6f55194c44932f14d776c972c7d9ae489739367d82c6ad29a94b,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,72.0,2024-11,kpi_actual_wide.csv,False,CE-006,False,83f52435c5d341b046dded241c5863b8c869761bf0d28ac54edff874bd82d3bf,2026-09-10 10:48:09.547024+00:00
CE,NPS,Commercial,Net Promoter Score,ALL,Number,70.0,70.0,2024-12,kpi_actual_wide.csv,False,CE-006,False,925fdfe20b1b09af042a64d646c47526c30045bcf2ebd96c3672f5b7861d5ffa,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,45.0,2024-01,kpi_actual_wide.csv,False,CE-005,False,fb9ce636fa80181712976890b2438cb05c1f294967378c329ce4db080abb63ac,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,52.0,2024-02,kpi_actual_wide.csv,False,CE-005,False,575be4d816147692c81a07f81e644a6098f041a6f847b7c218a31d03ccec5b34,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,48.0,2024-03,kpi_actual_wide.csv,False,CE-005,False,c4805be940cd0d33ef8ba6950e93ad070fa7cb6f2dfd5823b9ff690e194e7c55,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,,2024-04,kpi_actual_wide.csv,False,CE-005,False,8e98d6b02bc07ba7e9526d42f18bb3248976e1a89260b403537a3d883a888c9b,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,55.0,2024-05,kpi_actual_wide.csv,False,CE-005,False,fe40562a004c3cb13cba8e5af61ba0f8c94b99f0e5dcc535f56b217e89c81114,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,43.0,2024-06,kpi_actual_wide.csv,False,CE-005,False,20588baa077a6de5165ec83dd03bd7637deb501f71fc8ca948ec04a490cc4a19,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,49.0,2024-07,kpi_actual_wide.csv,False,CE-005,False,539e4b93365cd06e3056f5aae7c78480b33108f708c5a7691dd87f7d11832fe1,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,,2024-08,kpi_actual_wide.csv,False,CE-005,False,245d4b741c821093f4328626522eb97d55aaa73a1ebf9d09e02829222702a5ed,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,51.0,2024-09,kpi_actual_wide.csv,False,CE-005,False,52aaf81c8dfe44731482dc54cd4ddf8184e21e61cac5ed6def4d0ff44cb30694,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,47.0,2024-10,kpi_actual_wide.csv,False,CE-005,False,9a6e551ba856625df8c8ce943160e7ffc50d5d697ea2c8dcbe3a3d7546f7a157,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,50.0,2024-11,kpi_actual_wide.csv,False,CE-005,False,338c0494a12575e1c28e500e96292b76a341652e8e5710834fa0270256708f89,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Customer Returns,ALL,Number,50.0,,2024-12,kpi_actual_wide.csv,False,CE-005,False,619731f361c70da96447f77edca0f3f047c3e833ec13f451888d357422b79bdd,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.03,2024-01,kpi_actual_wide.csv,False,CE-003,False,0177f95994d32775e840039acb8c805ecf6c7640e427b25baf772db081e1cb33,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.02,2024-02,kpi_actual_wide.csv,False,CE-003,False,70ac09f9a9b60f0a84727af2730542b353b3f827937abf28deb7b269d0081a9d,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.01,2024-03,kpi_actual_wide.csv,False,CE-003,False,31990c20602a59cb7b32e80d0364c9187f657abe1d1f16ee4122fdefd9037c9c,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.02,2024-04,kpi_actual_wide.csv,False,CE-003,False,6b846aa936889f270df47420449e4773f39efe987283e65dbd3b2ccf823ccaf7,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,,2024-05,kpi_actual_wide.csv,False,CE-003,False,3a961dbb4f783e54c3645ec423685ceecc4d0d297db4074554ed6c39f25a2946,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.03,2024-06,kpi_actual_wide.csv,False,CE-003,False,e279910e2dbcb5bba4dc9d35fc118648bcbbd2ddb3fe3f89709ee75dd6c5accc,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.02,2024-07,kpi_actual_wide.csv,False,CE-003,False,4ed064a921b99dca6fa4c3854928c606d9bf657452a4b3230684b0690c13a271,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.01,2024-08,kpi_actual_wide.csv,False,CE-003,False,edfee239b0af7498e6d9434d4de4f57bb39e4008d1929ca693a07e1327ec25b7,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.02,2024-09,kpi_actual_wide.csv,False,CE-003,False,d516d4c8d3878c5ca71a7cd83f91649835a55d0a0d771fcffdec5878da8cf4e0,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,,2024-10,kpi_actual_wide.csv,False,CE-003,False,f80451c36517f966c56ee8422fb1761aa6f04437212eacc3cc6b8d3b6fdb2397,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.02,2024-11,kpi_actual_wide.csv,False,CE-003,False,f1fa9ac84e3b05aa12412808841abe1bdeb82b3fade2256b30669688993f716a,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Critical,%,0.02,0.03,2024-12,kpi_actual_wide.csv,False,CE-003,False,a2ec26fb87e7cb94fec89f47ae5c52d2f147b1329bfe56a168c4ba8b6278e263,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.06,2024-01,kpi_actual_wide.csv,False,CE-004,False,e11618236d53ba2acc7f5ffae4a827e4df58cc507a127144cc20b721cb89eaf5,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.05,2024-02,kpi_actual_wide.csv,False,CE-004,False,30d1e65a3bdef4124f44c0f46b6f0486d86ec1d26adf763289b207f29cff5c82,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.04,2024-03,kpi_actual_wide.csv,False,CE-004,False,48d0fc9aefb581726b62175e362d51142164af2c89218cc2da6312d9c0a9300e,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.05,2024-04,kpi_actual_wide.csv,False,CE-004,False,6eee46c977a21ffa8d355b96ece8c5b4f95a217f67d583b93a007c7403bb90c3,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.06,2024-05,kpi_actual_wide.csv,False,CE-004,False,3be5826ecb4aa3fc2b505a9ce8a4080678fa399b72670d67d70c644f1148a264,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,,2024-06,kpi_actual_wide.csv,False,CE-004,False,022e3698ed87d5bf3624064116e4aa7677bba39f70f65ad285afdbfad9610450,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.05,2024-07,kpi_actual_wide.csv,False,CE-004,False,06ca12fb43fd6d53519a47cec9abcde8427a42f66a6b9b414ce7705205826461,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.04,2024-08,kpi_actual_wide.csv,False,CE-004,False,fac39308162c7fc9eb606102a29d777305602133c913db888dfb3bc4a9380dba,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.06,2024-09,kpi_actual_wide.csv,False,CE-004,False,c2ada7ab7bdcf7f632fee51c63d929fe3a2eddc34d99b05766c21741cc1effd0,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.05,2024-10,kpi_actual_wide.csv,False,CE-004,False,c6d0f3a59cb17ddb69e1b22b6f7afaaa4a47546c46de54174b1e80c41fc0575c,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,,2024-11,kpi_actual_wide.csv,False,CE-004,False,11f185911de01b3cca002b642c7a0d8f8edd0b5445456c436c2d5a00b9a9df08,2026-09-10 10:48:09.547024+00:00
CE,Quality,QC,Defect Rate,Minor,%,0.05,0.06,2024-12,kpi_actual_wide.csv,False,CE-004,False,69c020a3de393ca87517d0d32fe1559a96f0e391c016036595a545bb37beb826,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.07,2024-01,kpi_actual_wide.csv,False,UA-003,False,2804c704f2a2976d735e81c3b36c0e423e7cff9a84a5025b261a66eb20795179,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.08,2024-02,kpi_actual_wide.csv,False,UA-003,False,dbcb4df203fbd3de9f03474fc2950802b0385d5ef645e4bb3b6d488783384bb2,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.09,2024-03,kpi_actual_wide.csv,False,UA-003,False,0e07a6a6d5f989c4a10928c8e43c0b85ca5eba9d4a6f66f370f0a9aa21b828b4,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.08,2024-04,kpi_actual_wide.csv,False,UA-003,False,63ec15ad395495f0ef3d49333a21a48d5aa80c1a7473ea7f8ed73e82023f354e,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.07,2024-05,kpi_actual_wide.csv,False,UA-003,False,6fc3940d31f723e352723eeb39516799525e14f85f90d3859720f3f57993c577,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,,2024-06,kpi_actual_wide.csv,False,UA-003,False,851c313ee6b24711223fc3e9a24192a2fd3dcf17de6566cee8e599793917aadb,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.08,2024-07,kpi_actual_wide.csv,False,UA-003,False,d52896d274d138453fdca82b652dcbbd16ca17971af3bb71928005d6aae72058,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.09,2024-08,kpi_actual_wide.csv,False,UA-003,False,a23025d8faa11f8832f7e924207e5f661d4b7fa37dce8edcfeb08024cb523ab3,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.07,2024-09,kpi_actual_wide.csv,False,UA-003,False,3f8982b5ad8b880bd77d261c2c6b876f3f4474a59e5acb4c95b8df11def86aff,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.08,2024-10,kpi_actual_wide.csv,False,UA-003,False,4c7ca0df23f096078b69937099e1aa0c86a976768a71e1a1c8d50ed7dde6e719,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,0.09,2024-11,kpi_actual_wide.csv,False,UA-003,False,32f90dc107330721337556b9f43a89b5c66d18008173eab40ee7107f6dacef66,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Direct,%,0.08,,2024-12,kpi_actual_wide.csv,False,UA-003,False,e9b15afba68add91b28d734a6eef7047c45fbffbf56535c53fd93a1058d76608,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-01,kpi_actual_wide.csv,False,UA-004,False,9cdf6af9da5f5e5f375ec7da6ec81794e26c63a4cf7b3a345420c257cff32688,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-02,kpi_actual_wide.csv,False,UA-004,False,1df1017bd029349b2681c2f942f3af1ace2d395b25f04526d7dbc2915fac300b,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.04,2024-03,kpi_actual_wide.csv,False,UA-004,False,5a505714a469188717b5138f24ff4dc800b1a8d6a0091f08ac554a7e22112201,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-04,kpi_actual_wide.csv,False,UA-004,False,bf8618b2d272d202369dc46f5b83d267e4bb301f2edeab43058b7920dbd2d297,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-05,kpi_actual_wide.csv,False,UA-004,False,432629184bd1e6422fece03fde551ac9c266fb720a041dbe9d157a07acc364fa,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-06,kpi_actual_wide.csv,False,UA-004,False,06ad13a749c9e18b17964a1b46a535284e082e45081f21219dbbaf3d2fa336df,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,,2024-07,kpi_actual_wide.csv,False,UA-004,False,3ee114268edb401f1abe0d33a351354fa9930a47d91f8b4049c03ca5fca1983f,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.04,2024-08,kpi_actual_wide.csv,False,UA-004,False,a6cce32039a7b7884a4688ce9884b6406c547fa990ebb87fa739c02e1f1effe1,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-09,kpi_actual_wide.csv,False,UA-004,False,255c36dc050b73d50537580dca075704ccded4ccdb220e125df7efbeffe6439f,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-10,kpi_actual_wide.csv,False,UA-004,False,f7f0d0a91d9577cfc81cc47546ceb0f35a713b88b6acead21c4956da5256ef5c,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-11,kpi_actual_wide.csv,False,UA-004,False,53af1b99ed1f987ac607dc62129ffcf39b65035cd3d406e01fae000299cd3efa,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,CMP Cost Ratio,Indirect,%,0.03,0.03,2024-12,kpi_actual_wide.csv,False,UA-004,False,883256145fd4d493f892f8f7f21d514227fdd1f8a4d29cb1ee1656046aa78e08,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,OT Cost Ratio,Direct,%,0.12,0.11,2024-01,kpi_actual_wide.csv,False,UA-001,False,e8b3c14fec86d12658e4bd3dbe6d0cdcb037332bd2ef33a2a6d3959d5243c1fa,2026-09-10 10:48:09.547024+00:00
FS,Cost Efficiency,Finance,OT Cost Ratio,Direct,%,0.12,0.13,2024-02,kpi_actual_wide.csv,False,UA-001,False,4a013c32ff876a9dcc7a9cd3f99aa87dbf3e22949eaf96f929f254b5337c54ab,2026-09-10 10:48:09.547024+00:00
